STORE_NUMBER,CITY,STATE,ZIPCODE,LONG,LAT
576-298,Santa Barbara,CA,93101,-119.7,34.42
16446-160287,Santa Barbara,CA,93101,-119.7,34.42
6674-71062,Santa Barbara,CA,93105,-119.75,34.44
564-506,Santa Barbara,CA,93105,-119.75,34.44
9634-97432,Santa Barbara,CA,93101,-119.71,34.42
5782-18036,Santa Barbara,CA,93109,-119.72,34.4
5686-4550,Santa Clara,CA,95051,-122,37.35
5920-36180,Santa Clara,CA,95051,-121.99,37.34
7981-95789,Santa Clara,CA,95050,-121.94,37.34
74299-76584,Santa Clara,CA,95050,-121.94,37.35
74337-122544,Santa Clara,CA,95054,-121.95,37.39
5619-1443,Santa Clara,CA,95050,-121.94,37.35
23498-215304,Santa Clara,CA,95050,-121.96,37.35
5913-29495,Santa Clara,CA,95050,-121.94,37.33
28193-249740,Santa Clara,CA,95050,-121.95,37.33
3458-87674,Santa Clara,CA,95054,-121.96,37.39
75981-107178,Santa Clara,CA,95051,-121.97,37.34
5730-8405,Santa Clara,CA,95050,-121.97,37.33
5412-401,Santa Clara,CA,95054,-121.98,37.39
20769-207704,Santa Clara,CA,95050,-121.93,37.34
614-328,Santa Clara,CA,95050,-121.97,37.35
10182-99743,Santa Clarita,CA,91321,-118.52,34.37
6584-65300,Santa Clarita,CA,91355,-118.56,34.42
562-504,Santa Clarita,CA,91355,-118.55,34.4
5942-45259,Santa Clarita,CA,91350,-118.53,34.46
19885-173855,Santa Clarita,CA,91387,-118.43,34.43
20489-206264,Santa Clarita,CA,91387,-118.43,34.43
6810-82121,Santa Clarita,CA,91355,-118.56,34.41
6572-64759,Santa Clarita,CA,91350,-118.54,34.43
20227-204225,Santa Clarita,CA,91350,-118.5,34.42
5789-18760,Santa Clarita,CA,91355,-118.54,34.38
6760-78102,Santa Clarita,CA,91355,-118.57,34.44
70331-90574,Santa Clarita,CA,91387,-118.42,34.45
6693-75040,Santa Clarita,CA,91381,-118.58,34.41
6711-40579,Santa Clarita,CA,91321,-118.47,34.41
26673-244864,Santa Cruz,CA,95062,-121.99,36.96
5241-371,Santa Cruz,CA,95060,-122.03,36.97
3781-140185,Santa Cruz,CA,95060,-122.05,36.96
24168-231371,Santa Fe Springs,CA,90606,-118.07,33.97
9327-96152,Santa Fe Springs,CA,90670,-118.03,33.89
6613-68460,Santa Fe Springs,CA,90670,-118.05,33.94
6518-64461,Santa Fe Springs,CA,90670,-118.05,33.92
24287-231369,Santa Fe Springs,CA,90670,-118.09,33.95
73649-84483,Santa Maria,CA,93454,-120.43,34.92
6934-89144,Santa Maria,CA,93454,-120.44,34.94
25042-239406,Santa Maria,CA,93454,-120.44,34.97
5917-219125,Santa Maria,CA,93454,-120.44,34.92
24592-235446,Santa Maria,CA,93454,-120.43,34.92
10185-99739,Santa Maria,CA,93454,-120.43,34.92
6997-88002,Santa Maria,CA,93454,-120.42,34.95
5493-1376,Santa Monica,CA,90405,-118.45,34.02
17403-162764,Santa Monica,CA,90401,-118.49,34.02
5667-2401,Santa Monica,CA,90405,-118.47,34
19895-184244,Santa Monica,CA,90403,-118.49,34.02
529-473,Santa Monica,CA,90403,-118.5,34.03
647-365,Santa Monica,CA,90403,-118.48,34.04
74799-98878,Santa Monica,CA,90403,-118.49,34.03
74781-98357,Santa Monica,CA,90401,-118.49,34.02
574-296,Santa Monica,CA,90403,-118.49,34.03
5826-5897,Santa Monica,CA,90404,-118.47,34.03
7975-95815,Santa Monica,CA,90404,-118.48,34.03
79544-104485,Santa Monica,CA,90403,-118.5,34.03
6861-83040,Santa Monica,CA,90401,-118.5,34.02
25579-237064,Santa Monica,CA,90401,-118.49,34.01
23517-218564,Santa Monica,CA,90405,-118.46,34.02
21893-205864,Santa Monica,CA,90403,-118.47,34.04
22065-217151,Santa Monica,CA,90405,-118.48,34.01
22382-220265,Santa Monica,CA,90401,-118.49,34.01
506-449,Santa Monica,CA,90405,-118.48,34
18380-179545,Santa Monica,CA,90404,-118.47,34.03
654-329,Santa Monica,CA,90401,-118.5,34.02
22257-196805,Santa Paula,CA,93060,-119.07,34.35
74886-100489,Santa Paula,CA,93060,-119.08,34.34
76425-97418,Santa Rosa,CA,95407,-122.71,38.42
3456-86220,Santa Rosa,CA,95403,-122.74,38.48
48753-251217,SANTA ROSA,CA,95403,-122.75,38.47
5778-15253,Santa Rosa,CA,95409,-122.67,38.46
13227-106975,Santa Rosa,CA,95401,-122.77,38.45
5849-27427,Santa Rosa,CA,95405,-122.69,38.43
13463-105317,Santa Rosa,CA,95403,-122.78,38.51
74855-73627,Santa Rosa,CA,95409,-122.65,38.47
74409-82477,Santa Rosa,CA,95403,-122.72,38.46
19815-197110,Santa Rosa,CA,95401,-122.73,38.46
3470-93614,Santa Rosa,CA,95405,-122.67,38.43
2843-73243,Santa Rosa,CA,95403,-122.72,38.46
28457-250032,Santa Rosa,CA,95401,-122.72,38.44
74949-101845,Santa Rosa,CA,95401,-122.75,38.45
640-357,Santa Rosa,CA,95404,-122.71,38.44
21582-210186,Santa Rosa,CA,95401,-122.76,38.44
74171-24531,Santa Rosa,CA,95405,-122.69,38.45
6764-79423,Santa Rosa,CA,95407,-122.74,38.41
11337-104551,Santa Rosa,CA,95407,-122.71,38.41
9749-95869,Santa Rosa,CA,95407,-122.74,38.43
632-380,Santa Rosa,CA,95407,-122.71,38.42
6789-80880,Santa Rosa,CA,95401,-122.72,38.44
6636-63839,Santee,CA,92071,-116.98,32.84
14489-120945,Santee,CA,92071,-116.99,32.84
26331-244067,Santee,CA,92071,-116.97,32.84
5912-33779,Santee,CA,92071,-116.97,32.86
74619-90569,Santee,CA,92071,-116.99,32.84
10253-100062,Saratoga,CA,95070,-122.03,37.26
17714-155684,Saratoga,CA,95070,-122,37.28
5417-1064,Saratoga,CA,95070,-122.03,37.28
79742-133465,Saratoga,CA,95070,-122.03,37.28
47586-258975,Saugus,CA,91350,-118.54,34.43
73603-80601,Saugus,CA,91350,-118.51,34.44
10144-98951,Saugus,CA,91350,-118.51,34.44
606-321,Sausalito,CA,94965,-122.48,37.86
9324-96177,Sausalito,CA,94965,-122.51,37.87
5905-33879,Scotts Valley,CA,95066,-122.03,37.04
9261-95920,Scotts Valley,CA,95066,-122.01,37.06
74794-99745,Scotts Valley,CA,95066,-122.03,37.05
29836-255024,Seal Beach,CA,90740,-118.07,33.78
5961-15935,Seal Beach,CA,90740,-118.07,33.78
13748-107954,Seal Beach,CA,90740,-118.08,33.76
79741-126993,Seal Beach,CA,90740,-118.1,33.74
49343-267857,SEAL BEACH,CA,90740,-118.07,33.78
16762-127505,Seaside,CA,93955,-121.79,36.65
9869-93945,Seaside,CA,93955,-121.86,36.61
10548-101485,Sebastopol,CA,95472,-122.82,38.39
74201-27650,Sebastopol,CA,95472,-122.83,38.4
29382-253251,Selma,CA,93662,-119.63,36.58
5777-16654,Sherman Oaks,CA,91423,-118.43,34.15
5815-8729,Sherman Oaks,CA,91403,-118.47,34.16
18356-188205,Sherman Oaks,CA,91423,-118.44,34.16
19837-171185,Sherman Oaks,CA,91403,-118.44,34.15
5996-52599,Sherman Oaks,CA,91423,-118.42,34.16
548-491,Sherman Oaks,CA,91403,-118.45,34.15
5552-796,Sherman Oaks,CA,91403,-118.46,34.15
5266-693,Sierra Madre,CA,91024,-118.05,34.16
23315-218444,Signal Hill,CA,90755,-118.18,33.81
5787-10754,Signal Hill,CA,90755,-118.17,33.8
6609-246705,Simi Valley,CA,93065,-118.74,34.28
74872-96289,Simi Valley,CA,93063,-118.68,34.27
2887-86482,Simi Valley,CA,93065,-118.78,34.27
74669-95992,Simi Valley,CA,93063,-118.72,34.29
73207-21482,Simi Valley,CA,93065,-118.79,34.26
9744-98033,Simi Valley,CA,93065,-118.81,34.25
9075-151165,Simi Valley,CA,93065,-118.8,34.27
27481-247624,Simi Valley,CA,93065,-118.77,34.28
74521-27672,Simi Valley,CA,93065,-118.76,34.28
5554-1823,Simi Valley,CA,93063,-118.72,34.28
6860-82126,Solana Beach,CA,92075,-117.25,33
5679-1997,Solana Beach,CA,92075,-117.26,33
6799-81361,Soledad,CA,93960,-121.32,36.42
79636-107003,Sonoma,CA,95476,-122.47,38.29
3471-94127,Sonoma,CA,95476,-122.48,38.3
3499-129845,Sonora,CA,95370,-120.37,37.97
11601-103746,Sonora,CA,95370,-120.34,37.97
6439-48199,Sonora,CA,95370,-120.37,37.97
74951-101849,Soquel,CA,95073,-121.96,36.99
10669-100788,Soquel,CA,95073,-121.96,36.99
79760-108476,SOUTH CORONA,CA,92883,-117.45,33.75
27215-245385,South El Monte,CA,91733,-118.03,34.04
3973-146285,South Gate,CA,90280,-118.17,33.95
6991-86062,South Lake Tahoe,CA,96150,-119.94,38.95
21756-215164,South Lake Tahoe,CA,96150,-119.94,38.96
5478-1134,South Lake Tahoe,CA,96150,-120,38.91
74189-35461,South Lake Tahoe,CA,96150,-119.97,38.95
5648-1811,South Pasadena,CA,91030,-118.15,34.12
74686-96297,South Pasadena,CA,91030,-118.15,34.11
6980-86481,South Pasadena,CA,91030,-118.15,34.1
10225-98587,South San Francisco,CA,94080,-122.45,37.66
9687-72943,South San Francisco,CA,94080,-122.41,37.66
79650-115165,South San Francisco,CA,94080,-122.45,37.65
5312-907,South San Francisco,CA,94080,-122.4,37.65
8636-93711,Southgate,CA,90280,-118.22,33.96
5834-22761,Southgate,CA,90280,-118.16,33.95
9350-95417,Spring Valley,CA,91977,-117.01,32.71
6793-193504,Spring Valley,CA,91977,-116.98,32.75
17211-170948,Stanford,CA,94305,-122.17,37.42
6576-15934,Stanton,CA,90680,-117.99,33.79
5308-314,Stevenson Ranch,CA,91381,-118.57,34.39
6550-62567,Stockton,CA,95207,-121.32,38
74464-83281,Stockton,CA,95207,-121.32,38.01
13402-107358,Stockton,CA,95210,-121.29,38
5470-1194,Stockton,CA,95204,-121.3,37.97
10818-102498,Stockton,CA,95205,-121.27,37.96
10183-99965,Stockton,CA,95215,-121.22,37.91
7957-95208,Stockton,CA,95215,-121.24,37.99
5319-859,Stockton,CA,95207,-121.32,38.01
6795-71922,Stockton,CA,95210,-121.3,38.02
79643-114724,Stockton,CA,95204,-121.34,37.96
76158-92528,Stockton,CA,95219,-121.37,38.05
8979-86211,Stockton,CA,95219,-121.35,37.98
6970-87669,Stockton,CA,95202,-121.29,37.95
24424-237885,Stockton,CA,95207,-121.32,38.02
29754-254253,Stockton,CA,95207,-121.31,37.99
10719-99626,Stockton,CA,95212,-121.26,38.04
9287-93608,Stockton,CA,95219,-121.37,38.05
20685-200251,Stockton,CA,95219,-121.35,38.01
5447-1377,Studio City,CA,91604,-118.41,34.14
74702-97967,Studio City,CA,91604,-118.4,34.14
5734-8710,Studio City,CA,91604,-118.37,34.14
573-295,Studio City,CA,91604,-118.4,34.14
8728-73248,Suisun City,CA,94585,-122.02,38.25
6915-197405,Sunland,CA,91040,-118.31,34.26
5981-38499,Sunnyvale,CA,94087,-122.04,37.37
7021-148965,Sunnyvale,CA,94086,-122.03,37.37
2885-73085,Sunnyvale,CA,94085,-122.03,37.39
27172-155164,Sunnyvale,CA,94087,-122.03,37.36
539-483,Sunnyvale,CA,94087,-122.02,37.36
74857-73705,Sunnyvale,CA,94087,-122.02,37.36
5618-1888,Sunnyvale,CA,94087,-122.05,37.35
8856-95212,Sunnyvale,CA,94086,-122.05,37.38
74856-73694,Sunnyvale,CA,94087,-122.06,37.37
13603-108434,Sunnyvale,CA,94087,-122.01,37.35
25394-240832,Sunnyvale,CA,94086,-122.03,37.38
79730-124264,Susanville,CA,96130,-120.64,40.41
8114-95791,Susanville,CA,96130,-120.63,40.41
25059-221464,Sylmar,CA,91342,-118.43,34.31
17123-178486,Taft,CA,93268,-119.47,35.15
9074-139228,Tarzana,CA,91356,-118.54,34.17
11779-106400,Tarzana,CA,91356,-118.56,34.17
74625-94036,Tarzana,CA,91356,-118.53,34.17
29356-237360,Tehachapi,CA,93561,-118.47,35.13
8726-94570,Tehachapi,CA,93561,-118.47,35.13
8908-95240,Temecula,CA,92592,-117.13,33.48
14486-119046,Temecula,CA,92591,-117.14,33.54
10145-98467,Temecula,CA,92591,-117.15,33.53
7927-95613,Temecula,CA,92591,-117.15,33.51
28628-249965,Temecula,CA,92591,-117.16,33.53
10188-99477,Temecula,CA,92591,-117.1,33.51
73500-69560,Temecula,CA,92592,-117.1,33.48
73560-79487,Temecula,CA,92590,-117.13,33.51
5695-217005,Temecula,CA,92591,-117.16,33.52
48888-245644,Temecula,CA,92592,-117.08,33.48
9902-98297,Temecula,CA,92590,-117.15,33.5
5884-33439,Temecula,CA,92592,-117.09,33.48
5949-249209,Temecula,CA,92590,-117.16,33.52
6746-77940,Temple City,CA,91780,-118.07,34.1
5628-197744,Thousand Oaks,CA,91377,-118.79,34.18
8746-94662,Thousand Oaks,CA,91360,-118.87,34.2
74939-99028,Thousand Oaks,CA,91360,-118.87,34.2
74123-25647,Thousand Oaks,CA,91362,-118.84,34.21
17656-175784,Thousand Oaks,CA,91362,-118.86,34.18
76897-131630,Thousand Oaks,CA,91320,-118.93,34.19
19684-200324,Thousand Oaks,CA,91360,-118.89,34.18
22799-210125,Thousand Oaks,CA,91360,-118.87,34.23
28593-249827,THOUSAND OAKS,CA,91360,-118.89,34.18
5445-863,Thousand Oaks,CA,91362,-118.82,34.16
5492-1614,Thousand Oaks,CA,91362,-118.84,34.21
8785-238824,Thousand Oaks,CA,91320,-118.91,34.19
5830-159944,Thousand Oaks,CA,91320,-118.94,34.19
9790-98069,Thousand Oaks,CA,91320,-118.92,34.18
5219-423,Thousand Oaks,CA,91360,-118.88,34.18
5720-5663,Torrance,CA,90503,-118.37,33.86
5651-1915,Torrance,CA,90501,-118.3,33.86
5246-316,Torrance,CA,90505,-118.37,33.81
75867-86520,Torrance,CA,90503,-118.35,33.84
524-468,Torrance,CA,90505,-118.33,33.8
6687-69960,Torrance,CA,90504,-118.34,33.87
74511-25707,Torrance,CA,90505,-118.33,33.8
6856-82370,Torrance,CA,90502,-118.3,33.83
656-219067,Torrance,CA,90503,-118.35,33.83
5714-7927,Torrance,CA,90503,-118.36,33.84
28238-250164,Torrance,CA,90503,-118.35,33.83
6802-81661,Torrance,CA,90505,-118.36,33.83
6656-71400,Torrance,CA,90501,-118.33,33.82
5551-1764,Torrance,CA,90505,-118.35,33.81
10819-102571,Torrance,CA,90503,-118.35,33.83
5859-27698,Torrance,CA,90504,-118.35,33.87
29628-254251,Torrance,CA,90505,-118.35,33.83
6849-79123,Torrance,CA,90505,-118.33,33.79
5875-30419,Tracy,CA,95376,-121.45,37.74
6730-77182,Tracy,CA,95304,-121.47,37.76
76367-97088,Tracy,CA,95304,-121.46,37.76
74327-79060,Tracy,CA,95376,-121.45,37.74
8981-95207,Tracy,CA,95376,-121.43,37.76
15641-151226,Tracy,CA,95376,-121.43,37.71
75409-102324,Travis AFB,CA,94535,-121.95,38.27
5228-374,Truckee,CA,96161,-120.21,39.33
75864-98266,Truckee,CA,96161,-120.12,39.28
79651-115127,Truckee,CA,96161,-120.21,39.33
74887-99591,Tujunga,CA,91042,-118.3,34.26
47590-258972,Tujunga,CA,91042,-118.27,34.24
6743-78586,Tulare,CA,93274,-119.33,36.23
76813-111365,Tulare,CA,93274,-119.32,36.23
11470-105119,Turlock,CA,95380,-120.88,37.52
8643-84961,Turlock,CA,95380,-120.85,37.48
11242-103576,Turlock,CA,95380,-120.87,37.49
9867-98125,Turlock,CA,95380,-120.83,37.5
6928-87651,Turlock,CA,95382,-120.85,37.52
5891-33499,Turlock,CA,95380,-120.88,37.52
79703-125804,Turlock,CA,95380,-120.88,37.52
76729-97571,Tustin,CA,92782,-117.83,33.7
29895-254545,Tustin,CA,92780,-117.81,33.75
6475-60801,Tustin,CA,92780,-117.82,33.73
20537-206365,Tustin,CA,92780,-117.84,33.72
552-494,Tustin,CA,92780,-117.82,33.74
11028-87826,Tustin,CA,92782,-117.79,33.72
9256-95342,Tustin,CA,92780,-117.83,33.72
21925-156786,Tustin,CA,92782,-117.79,33.73
5506-746,Tustin,CA,92780,-117.83,33.76
15782-152241,Twentynine Palms,CA,92278,-116.06,34.24
9260-75007,Ukiah,CA,95482,-123.2,39.15
11602-104087,Ukiah,CA,95482,-123.2,39.13
74858-99550,Ukiah,CA,95482,-123.21,39.14
5653-2444,Union City,CA,94587,-122.07,37.6
5887-27867,Union City,CA,94587,-122.02,37.59
74927-101840,Union City,CA,94587,-122.02,37.59
11167-95963,Union City,CA,94587,-122.07,37.59
13231-105926,Union City,CA,94587,-122.02,37.61
27774-238927,Universal City,CA,91608,-118.36,34.14
23352-223786,Universal City,CA,91608,-118.36,34.14
75557-71180,Universal City,CA,91608,-118.35,34.14
6428-39980,Upland,CA,91786,-117.67,34.11
49572-267936,Upland,CA,91784,-117.64,34.13
74589-83729,Upland,CA,91786,-117.65,34.11
8858-94195,Upland,CA,91784,-117.64,34.13
76304-90543,Upland,CA,91784,-117.64,34.13
76128-88892,Vacaville,CA,95687,-121.96,38.36
22824-210105,Vacaville,CA,95687,-121.95,38.37
5690-3200,Vacaville,CA,95688,-121.99,38.35
22255-218825,Vacaville,CA,95688,-121.96,38.37
74455-83284,Vacaville,CA,95687,-121.96,38.36
49318-268204,Vacaville,CA,95687,-121.95,38.35
22947-151104,Vacaville,CA,95687,-121.93,38.38
6457-61519,Vacaville,CA,95687,-122,38.34
9821-94574,Vacaville,CA,95687,-121.98,38.35
5305-457,Valencia,CA,91354,-118.55,34.45
28305-249857,Valencia,CA,91355,-118.56,34.42
76363-97160,Valencia,CA,91355,-118.56,34.42
26825-235454,Valencia,CA,91355,-118.56,34.42
74506-25650,Valencia,CA,91355,-118.57,34.39
9871-98346,Valencia,CA,91355,-118.58,34.42
6902-85300,Valencia,CA,91355,-118.59,34.43
74932-101857,Vallejo,CA,94591,-122.21,38.08
5926-30619,Vallejo,CA,94591,-122.22,38.13
23719-232504,Vallejo,CA,94591,-122.22,38.13
74978-101844,Vallejo,CA,94591,-122.23,38.13
9999-99145,Vallejo,CA,94590,-122.23,38.08
22600-222464,Vallejo,CA,94589,-122.26,38.13
5856-27887,Vallejo,CA,94591,-122.23,38.09
22340-195364,Valley Center,CA,92082,-116.95,33.27
10671-101484,Valley Springs,CA,95252,-120.82,38.19
6610-66080,Valley Village,CA,91607,-118.4,34.16
20895-192164,Valley Village,CA,91607,-118.4,34.17
18373-179549,Van Nuys,CA,91401,-118.45,34.17
6961-88003,Van Nuys,CA,91406,-118.47,34.2
75102-34499,Van Nuys,CA,91406,-118.47,34.22
19305-195844,Van Nuys,CA,91406,-118.5,34.22
23369-229524,Van Nuys,CA,91405,-118.45,34.2
15580-141904,Van Nuys,CA,91411,-118.47,34.17
6630-71280,Van Nuys,CA,91401,-118.45,34.17
9456-96474,Van Nuys,CA,91406,-118.51,34.21
20338-204605,Van Nuys,CA,91405,-118.46,34.21
20538-186785,Venice,CA,90291,-118.46,34
6826-40766,Ventura,CA,93001,-119.29,34.28
10855-102737,Ventura,CA,93003,-119.25,34.27
6825-83251,Ventura,CA,93001,-119.27,34.26
22181-214824,Ventura,CA,93003,-119.21,34.26
5538-1773,Ventura,CA,93003,-119.24,34.26
6595-40765,Ventura,CA,93003,-119.21,34.28
76891-127001,Ventura,CA,93003,-119.25,34.27
74377-90502,Ventura,CA,93003,-119.26,34.27
75982-107258,Ventura,CA,93003,-119.21,34.26
9342-95607,Ventura,CA,93003,-119.23,34.26
79507-103369,Ventura,CA,93001,-119.3,34.28
74391-90572,Ventura,CA,93003,-119.21,34.28
5227-424,Ventura,CA,93003,-119.21,34.26
26191-243770,Victorville,CA,92395,-117.32,34.51
11466-105236,Victorville,CA,92395,-117.34,34.47
5903-34379,Victorville,CA,92392,-117.35,34.47
74873-96290,Victorville,CA,92395,-117.29,34.47
11472-105237,Victorville,CA,92392,-117.33,34.51
10672-101357,Victorville,CA,92394,-117.33,34.52
11748-106190,Victorville,CA,92392,-117.35,34.47
5400-1180,Visalia,CA,93291,-119.29,36.33
6641-71320,Visalia,CA,93277,-119.35,36.31
24586-235448,Visalia,CA,93277,-119.32,36.29
10146-99405,Visalia,CA,93277,-119.31,36.32
11243-103657,Visalia,CA,93277,-119.31,36.29
10147-99688,Visalia,CA,93277,-119.33,36.3
76984-136846,Visalia,CA,93291,-119.3,36.36
11103-102836,Visalia,CA,93277,-119.33,36.33
20226-199645,Visalia,CA,93277,-119.32,36.31
6898-85301,Visalia,CA,93291,-119.35,36.34
3875-101566,Vista,CA,92081,-117.23,33.13
11339-104232,Vista,CA,92083,-117.22,33.16
10008-98261,Vista,CA,92084,-117.23,33.22
6676-72627,Vista,CA,92083,-117.24,33.2
73528-53300,Vista,CA,92081,-117.25,33.17
25589-241487,Vista,CA,92081,-117.23,33.13
23262-220424,Vista,CA,92083,-117.22,33.17
5838-26868,Vista,CA,92081,-117.25,33.19
14837-116964,Vista,CA,92081,-117.24,33.15
23194-224845,Vista,CA,92083,-117.28,33.19
25770-242386,Vista,CA,92083,-117.24,33.19
76750-107987,Vista,CA,92083,-117.21,33.17
6803-41819,Walnut,CA,91789,-117.84,34.03
17655-168485,Walnut,CA,91789,-117.86,34.01
29085-251986,Walnut Creek,CA,94596,-122.06,37.9
74122-24427,Walnut Creek,CA,94598,-122.05,37.93
74422-24530,Walnut Creek,CA,94596,-122.06,37.9
5990-34479,Walnut Creek,CA,94596,-122.06,37.9
25516-239324,Walnut Creek,CA,94598,-122.02,37.93
76510-99355,Walnut Creek,CA,94596,-122.06,37.9
5259-400,Walnut Creek,CA,94598,-122.04,37.93
581-224766,Walnut Creek,CA,94596,-122.06,37.9
5937-45439,Walnut Creek,CA,94597,-122.06,37.93
5768-13280,Walnut Creek,CA,94597,-122.09,37.92
17417-164525,Walnut Creek,CA,94596,-122.06,37.89
15167-152425,Walnut Creek,CA,94597,-122.05,37.93
5624-1943,Walnut Creek,CA,94596,-122.06,37.9
22549-171406,Walnut Creek,CA,94596,-122.06,37.89
47978-253168,Walnut Creek,CA,94598,-122.02,37.93
21563-211784,Walnut Creek,CA,94596,-122.06,37.9
5655-1927,Watsonville,CA,95076,-121.77,36.92
76668-99366,Watsonville,CA,95076,-121.77,36.92
72776-73881,Weaverville,CA,96093,-122.93,40.72
76893-102970,West covina,CA,91792,-117.91,34.03
76509-99294,West Covina,CA,91791,-117.89,34.07
6744-77941,West Covina,CA,91790,-117.93,34.07
10226-98369,West Covina,CA,91792,-117.91,34.04
11031-95816,West Covina,CA,91791,-117.88,34.07
5759-5899,West Hills,CA,91307,-118.62,34.19
74573-80139,West Hills,CA,91307,-118.64,34.19
563-505,West Hills,CA,91307,-118.64,34.19
20788-208089,West Hills,CA,91307,-118.62,34.19
47263-244530,West Hills,CA,91307,-118.63,34.19
3575-126987,West Hollywood,CA,90069,-118.39,34.08
5232-248024,West Hollywood,CA,90069,-118.39,34.08
5871-30359,West Hollywood,CA,90048,-118.38,34.08
633-351,West Hollywood,CA,90069,-118.38,34.09
5350-902,West Hollywood,CA,90069,-118.37,34.1
6512-60520,West Hollywood,CA,90046,-118.36,34.09
6729-74640,West Hollywood,CA,90046,-118.34,34.09
5738-10772,West Los Angeles,CA,90025,-118.45,34.05
5213-293,West Los Angeles,CA,90025,-118.46,34.04
6986-72684,West Sacramento,CA,95691,-121.54,38.55
10349-98256,West Sacramento,CA,95691,-121.58,38.57
76746-106450,West Sacramento,CA,95691,-121.54,38.55
6724-74980,West Sacramento,CA,95605,-121.55,38.59
14211-113350,Westchester,CA,90045,-118.4,33.96
559-501,Westlake,CA,91361,-118.83,34.15
21573-205865,Westlake Village,CA,91362,-118.82,34.18
76797-108113,Westminster,CA,92683,-118.01,33.75
5309-585,Westminster,CA,92683,-117.99,33.73
6800-80380,Westminster,CA,92683,-118.01,33.77
74724-96537,Westminster,CA,92683,-117.99,33.72
19353-183744,Westminster,CA,92683,-118.01,33.74
29832-255224,Westminster,CA,92683,-117.99,33.72
6990-15917,Westminster,CA,92683,-117.99,33.76
6828-83041,Westminster,CA,92683,-118.02,33.76
5567-1752,Westwood,CA,90025,-118.44,34.05
79355-103604,Westwood,CA,90024,-118.44,34.06
5507-1460,Whittier,CA,90601,-118.04,33.98
76398-95640,Whittier,CA,90603,-118,33.94
9351-95997,Whittier,CA,90606,-118.05,33.97
5680-182264,Whittier,CA,90605,-118.01,33.95
9452-218446,Whittier,CA,90601,-118.06,34
26334-244304,Whittier,CA,90606,-118.06,33.99
74921-101340,Whittier,CA,90603,-117.99,33.94
8657-94407,Whittier,CA,90605,-118.03,33.96
6554-64459,Wildomar,CA,92595,-117.24,33.6
73558-64899,Wildomar,CA,92595,-117.24,33.6
10431-100556,Wildomar,CA,92595,-117.25,33.59
79504-101843,Willits,CA,95490,-123.35,39.4
3422-93760,Willows,CA,95988,-122.21,39.53
9290-95131,Winchester,CA,92596,-117.12,33.59
14542-117506,Windsor,CA,95492,-122.82,38.55
5233-238080,Windsor,CA,95492,-122.81,38.55
74823-99514,Windsor,CA,95492,-122.81,38.55
22421-219665,Windsor,CA,95492,-122.79,38.53
22254-218824,Woodland,CA,95776,-121.75,38.68
6831-167846,Woodland,CA,95695,-121.8,38.68
5740-156724,Woodland,CA,95776,-121.73,38.67
76942-131146,Woodland,CA,95776,-121.72,38.67
21086-180308,Woodland Hills,CA,91367,-118.59,34.17
76329-95471,Woodland Hills,CA,91364,-118.58,34.17
